MSOA_Code,MSOA_Name,0_15(%),16_29(%),30_44(%),45_64(%),65+(%),Density,Couple_household_1(%),Couple_household_2(%),Lone_parent_household(%),One_person_household(%),White(%),Asian(%),Black(%), no_English ,Unemployment_Rate,Median_Income ,Economically_active(%),Income_Deprivation,No_cars_household (%),no_ limited(%),health(%),obesity(16+),Cancer_Incidence ,Life_Expectancy(M),Life_Expectancy(F£©
E02000636,Lambeth 019,17.08,27.78,32.49,16.42,6.23,86.1,18.1,23.7,6.4,25.7,81.7,4.9,7.8,6.4,3.4,63954,83.4,24.8,40.1,92.2,64.4,11.6,112,77.6,80.6
E02000637,Lambeth 020,14.02,28.91,33.27,17.09,6.71,152.9,10.8,18.4,9.4,35.5,63.2,4.3,22.2,12.3,6,40092,82.4,35.8,58.7,89.1,55.1,17.9,131.3,77.9,80.5
E02000638,Lambeth 021,17.52,27.38,30.7,16.75,7.65,148,11.6,13.5,15.9,34.6,53.4,5.6,29.8,14.9,8.5,30334,76,42.8,60.4,86.5,51.1,18.9,125.4,73,79.4
E02000639,Lambeth 022,22.63,24.61,26.91,19.46,6.39,134.7,12.5,12,21.7,34.4,44.3,5.3,37.4,21.5,10.6,25580,74.2,40.3,61.4,86.2,50.7,24.5,105.8,77.3,83.6
E02000640,Lambeth 023,17.37,27.52,30.9,15.81,8.4,114.5,16,20.7,10.1,28.5,71.6,6.4,14.6,8.2,5.5,48571,81.7,28.1,44,88.7,58.1,15.5,130.5,77.4,83.3
E02000641,Lambeth 024,24.56,23.27,25.65,19.23,7.29,146.4,12.3,10.2,26.4,31.7,38.3,4.7,44.8,16.8,11.8,25091,71.2,38.5,61.3,84.6,49.7,28.9,107,73.2,78.1
E02000642,Lambeth 025,20.96,19.87,29.42,20.38,9.37,88.6,16.6,18.3,15,33.7,62.1,5.7,21.8,10.2,7.9,38077,76.3,26.6,48.6,86.7,52.6,19,98.7,79.2,85.2
E02000643,Lambeth 026,19.15,23.2,31.21,18.52,7.91,123.3,13.8,17.6,12.9,34.2,62.5,7.3,21,14.8,6.9,36505,78.8,35.2,53.2,87.9,54.3,18.3,96.3,79.2,83
E02000644,Lambeth 027,19.97,21.79,30.27,19.69,8.29,97.2,16.7,16.8,14.2,32.7,59.1,6.5,23.2,14.6,7.5,37582,77.7,30,46.5,88.1,53.9,18.7,80.4,78.3,79.9
E02000645,Lambeth 028,21.12,20.19,31.85,19.72,7.12,82.3,17.9,19,14.2,32.9,61.5,5.9,22.7,13.2,7.4,38644,78.2,27,47.5,88.7,55.3,18.9,114.4,78,81.6
E02000646,Lambeth 029,14.89,26.49,31.22,18.19,9.21,100.4,13,20.1,9.1,32.7,63.9,12.3,14.6,15.8,5.6,39731,79.7,27.7,49,87.7,51.2,15.5,113.4,77,84.7
E02000647,Lambeth 030,20.44,19.23,26.74,23.03,10.56,87.4,19.2,17.8,13.5,32.2,58.5,7.8,23.1,12.3,8,38576,76,28.3,40.9,86.1,51.4,19,119.9,77.4,79.3
E02000648,Lambeth 031,26.98,18.11,27.15,18.6,9.16,114.1,15.1,12.5,24.6,34.5,44.5,4.8,38.5,12.2,13,25906,69.8,41.6,54,83.4,47.1,28.4,126.7,71.5,78.1
E02000649,Lambeth 032,18.36,24.53,33.16,17.79,6.15,113,13.5,18.7,11.9,37.1,60.1,7.8,22.4,19.2,7.5,32375,79.4,35.7,53.8,88.7,51.5,17.8,130.2,76.8,77.7
E02000650,Lambeth 033,21.71,18.93,29.77,21.67,7.92,97.6,13.9,18.1,19.7,33.7,56.1,4.5,28.5,10.1,9.9,30612,74.8,32.2,49.6,85.6,50.1,23.6,99.4,78.7,83.6
E02000651,Lambeth 034,19.25,22.38,27.38,21.39,9.59,80.3,16.8,17.1,13.5,32.3,54.8,11.2,24.2,16.4,8.1,35646,75.8,26.8,47.3,87.2,50.7,19.9,113.6,78.8,80.1
E02000652,Lambeth 035,22.19,21.87,22.63,22.07,11.25,110.9,18.6,15.4,18.3,22.8,40.4,20,30.8,20.9,8.4,29440,72.5,27,37.7,85.3,46.9,24.6,107.4,79,82.7
E02006801,Lambeth 036,10.09,35.23,25.49,20.73,8.46,73.7,7.2,17.3,9,44.6,59.8,19.1,12.6,15,6.3,41247,69.6,25.8,68,87.7,53.2,17.7,102.3,76.1,82.2
E02000653,Lewisham 001,21.7,29.89,26.71,16.49,5.21,130.3,12,13.5,18.5,34.3,43.8,14.1,32.5,19.8,10.1,27644,73.5,38.7,60.9,87.6,52.1,27.5,114.2,75.5,79.8
E02000654,Lewisham 002,24.79,25.65,24.98,17.73,6.85,84.9,12.6,10.6,24,34.6,34,16.9,39.4,21.2,12.8,22331,67.9,49,63.2,85.5,47.7,28.7,104,74.9,82.4
E02000655,Lewisham 003,20.43,28.37,28.5,16.85,5.85,87.5,12.6,15.3,17.1,35.2,42.7,10.9,36.1,17.6,9.6,27406,73.7,40.4,59.8,87.4,51.2,25.3,119,72.9,76.4
E02000657,Lewisham 005,15.33,34.67,26.47,16.78,6.75,109,10.5,15,13.9,37.3,52.9,9.2,27.3,13,7,29941,73.5,35.4,61.5,88.4,49.9,21.8,114.6,77.1,82.3
E02000658,Lewisham 006,17.74,27.72,26.73,19.94,7.87,110.7,13.3,16.7,13.2,34.2,56.1,7.6,24.8,14.2,7.8,31930,74.9,34.3,56.2,86.4,50.6,21.4,106.4,78.3,86
E02000659,Lewisham 007,20.71,20.84,29.36,20.12,8.96,75.6,16.6,20.2,15.3,32.6,63.9,7.7,18.8,10.2,8.7,42996,75,27.9,44.8,87.3,53.3,17.8,101.2,78.3,82.7
E02000660,Lewisham 008,15.15,27.59,34.27,16.84,6.15,102.9,12.4,21.1,10.9,36.1,61.4,9.3,20.3,11.5,6.9,37996,79.3,37,55.5,88.8,53.7,20,106.8,76.1,81.8
E02000661,Lewisham 009,15.56,18.05,33.36,19.76,13.26,51.2,14.6,21.3,7.2,42.1,76.9,6.9,10,8.2,5,52571,78.4,21.5,44.5,87,53.9,14.7,114.7,78.1,81.1
E02000662,Lewisham 010,21.37,22.81,31.26,18.48,6.07,108.7,16.2,16.4,17.8,30,44.9,7.7,35.3,12,8,30526,76,38.9,54.3,87.4,50.8,26.9,91.7,78.6,80.2
E02000663,Lewisham 011,15.93,27.13,27.36,21.13,8.45,111.4,14,18.7,12.6,30.8,54.1,10.8,24,11.2,7.2,37610,76,24.5,50.2,88,49.2,19.8,104.9,77.8,84
E02000664,Lewisham 012,18.43,26.85,28.57,16.98,9.17,72.8,12.1,14.9,15.8,39.7,46.8,13.7,28.6,17,9.5,28314,73.3,36.2,62.6,84.5,48.1,22.7,116.6,71.8,79.8
E02000665,Lewisham 013,18.85,20.52,30.36,19.98,10.3,102.2,17.3,19,11.4,36.3,66.4,7.6,17,11.8,6.8,40117,77.6,25.8,46.4,86.2,50.8,19.2,95.9,77.5,83.2
E02000666,Lewisham 014,20.68,22.55,27.35,20.15,9.27,78,19.3,16.4,15.2,29.7,55.2,9.5,23.8,10.6,7,36878,73.8,25.9,44.2,86.7,50.5,22.9,118.3,75.7,80.9
E02000667,Lewisham 015,20.13,18.69,29.74,22.47,8.98,91.4,21.1,20.5,12.6,26.1,58.1,8.7,22.4,7.8,6.7,44291,75.8,20.8,37.1,88.2,52.8,24,100.2,78.9,84.4
E02000668,Lewisham 016,19.86,17.29,27.08,24.16,11.61,66.9,20.2,20.3,12,31.8,66.2,11.5,15.7,6.7,5.5,44583,75.2,17.7,33.7,86.5,51.5,20.3,100.2,78.5,82.3
E02000669,Lewisham 017,18.2,22.13,32.63,19.69,7.36,119.5,14.5,19,13.1,35,50.6,10.7,29.3,11.6,7.8,34634,75.9,28.6,48.5,87.1,50.4,21.7,89.2,76.1,78.2
E02000670,Lewisham 018,23.12,19.71,27.89,20.23,9.04,107,16.7,12.8,19,35.8,38.3,9.2,39.6,13.1,10,28609,71.6,24.4,53.6,84.4,45.8,27.7,87.3,78.1,85.9
E02000671,Lewisham 019,19.08,19.24,31.35,21.16,9.18,85.3,17.4,18.4,13.1,33.7,62.2,6.2,22,8.8,7.2,39951,77,28.6,44.9,85.9,50.5,21.6,109,78.4,87.3
E02000672,Lewisham 020,21.19,21.14,27.22,21.55,8.91,73.8,17,14.1,15,38.5,42.9,9.3,36.4,13,10,29359,72.9,30,53.9,84,46.5,24.1,106.4,75.7,78.9
E02000673,Lewisham 021,20.94,16.55,31.01,22.82,8.68,77.5,17.5,21.9,12.8,33.2,65.8,7.7,17.5,9.5,5.9,47199,79.7,18.1,41.7,89,54.1,18.7,120.4,78.1,79.2
E02000674,Lewisham 022,22.03,18.19,23.04,25.71,11.02,100.4,19.2,17.4,16.7,27.8,44.3,9,36.1,8.7,8,35614,73.9,21,34.6,85.2,48,27.3,91.6,78.9,82.6
E02000675,Lewisham 023,19.48,18.6,23.87,25.73,12.32,56.4,17.8,21.2,14.2,30.9,63.9,9.6,17.1,8.8,6.8,38149,74.6,19.6,31.5,85.6,48,23.5,100.1,77.5,80.3
E02000676,Lewisham 024,20.21,17.71,30.62,22.53,8.92,105.3,18.5,19.7,13.4,31.1,58.8,7.1,23.6,8.3,6.5,40798,77.4,28.8,41.2,86.7,51,21.9,98.2,81,82.7
E02000677,Lewisham 025,20.84,20.39,20.49,26.57,11.71,69.7,18.2,17.3,13.7,30.5,43.4,11.3,34.4,8.8,7.9,37400,72,18.5,33,85.8,48.6,24.8,110.6,76,84.2
E02000678,Lewisham 026,26.15,18.53,23.23,21.27,10.81,60.4,18.8,12.6,22.4,32.4,52,7.8,31.4,9.1,9.2,27726,71.1,30,39.6,83.6,46,27.9,110.2,76,81
E02000679,Lewisham 027,21.15,19.6,26.91,22.18,10.17,84.7,14.9,16.1,17.7,35.8,56.3,7.3,26.3,10.1,8.2,31618,74.5,25.6,47.4,85.3,49,24.9,93.5,76.4,82.1
E02000680,Lewisham 028,21.32,19.63,27.85,19.57,11.63,92.2,15.2,16.5,17.2,36.1,57,7,26.1,12.3,8.7,31162,73.5,26.7,50.1,85,50,23.7,112.2,73.6,82.3
E02000681,Lewisham 029,23.52,17.87,22.52,24.54,11.55,61.4,16.6,14.7,20.5,33.3,50,7.1,33.6,8,9.2,27825,70.2,33.6,42.1,82.2,46.2,27,107.2,75.8,80.3
E02000682,Lewisham 030,25.52,18.52,21.37,22.86,11.73,69.6,19.8,15.3,21.4,27.4,47.7,11.4,30.8,10.9,10.3,27822,67.9,27.1,38.9,82.9,45.6,27.4,106.7,78.8,82.8
E02000683,Lewisham 031,22.55,19.57,23.03,21.96,12.9,67.3,15.4,15.7,19.5,35.6,60.7,5.7,24.8,9.4,9.9,27293,67.6,31.4,44.1,81.3,44.7,25,115.7,76.8,84.3
E02000685,Lewisham 033,21.16,17.62,26.83,22.13,12.27,79.8,15.1,16.9,19,36,57.1,6.9,26.1,8.2,9.2,31133,72.9,30,46.5,84,47.1,24.1,117.8,74.2,79
E02000686,Lewisham 034,27.14,18.83,24.38,21.12,8.53,39.1,15.8,10.9,24.4,36,47.1,6.8,35.3,10.2,12,24278,68.7,35.4,50.7,82.9,45,29.1,114.6,74.5,80.8
E02000687,Lewisham 035,19.2,20.88,26.09,22.32,11.51,103.3,15.6,17.4,14.6,37.5,59.4,7.3,22.7,9.6,7.7,33710,71.7,26.6,45.5,84.3,47.4,24,113.5,75.7,81.5
E02006783,Lewisham 037,27.22,18.33,23.13,20.56,10.77,78.3,18.7,13.4,25.4,29.2,58.9,6.7,23.5,8.3,11.1,25647,68.4,29.8,44,81.9,44.9,28.3,99,77.3,80.3
E02006784,Lewisham 038,22.24,18.39,22.05,22.64,14.68,52.3,16.7,13.4,18.6,37.8,57.8,7.9,24.3,8.5,10.9,26520,68,31.9,42.5,80.4,43.1,24.4,112.1,75,83.5
E02006798,Lewisham 039,19.93,28.07,27.07,18.88,6.05,93,11.6,12.6,18.2,38.6,37.6,15.9,37.2,19.7,11.7,24448,70.4,42.7,64.2,86.3,48,25.4,100,77.7,80.7
E02000689,Merton 001,20.95,20.61,29.57,20.19,8.68,41.6,26.4,23.9,7.3,24.3,80.1,11.5,2.9,10,3.2,53118,78.7,10.3,28.7,91.4,61.9,12.7,90.5,83,85.8
E02000690,Merton 002,19.29,10.61,19.54,28.96,21.61,10.4,23,23.3,5.2,29.5,83.2,10.1,0.9,8.8,3,74567,64.9,9.4,14.7,87.6,59.8,11.6,90.2,84,84.6
E02000691,Merton 003,17.21,23.4,30.19,20.7,8.51,80.6,21,25.7,6.2,29.2,78.7,12.1,3.5,10.1,3.3,52103,79.6,15.4,36.9,90.8,60.7,12.3,101.2,81.5,83
E02000692,Merton 004,14.27,18.45,30.87,21.34,15.07,69,16,24.9,3.7,40.3,80,13.2,1.4,12.1,3.2,58994,76.7,14.3,34.8,89.6,61.1,10.6,81.5,82.5,91.9
E02000693,Merton 005,12.86,28.85,35.39,15.49,7.41,88.8,14.1,27.3,7,31.4,65.4,20.3,7.3,17.3,4.2,33267,81,23.9,43,89.9,53.9,16.3,84.1,79.6,86.4
E02000694,Merton 006,17.65,21.18,35.95,16.76,8.47,116.8,20,25.1,6.6,31.8,76.9,12,4.5,10.7,3.5,44578,81.4,26.6,39.7,89.8,58.2,13.9,92.3,80.5,82
E02000695,Merton 007,18.44,22.38,24.93,22.25,11.99,104,20.9,18.9,10.7,21.9,39.9,33.6,19.4,24.4,6.3,28765,72.4,18.6,32,85.9,46.7,22.2,86.7,81.8,84
E02000696,Merton 008,19.43,25.52,29.94,19.1,6.01,110.3,18.3,19.4,12.6,29.7,53.4,24,15.1,24.2,7.2,27521,76,27.3,43.3,88.3,49.3,20.9,93.9,80.3,82.9
E02000697,Merton 009,15.43,24.98,35.73,16.36,7.5,72.4,18.5,27.5,4.8,30.7,77.6,13,1.9,12,3.4,51419,82.9,12.8,39.6,91.9,61.1,11.9,92,81.2,84.8
E02000698,Merton 010,21.21,12.59,26.07,25.04,15.08,45.2,26.7,24,6.2,29.2,82.2,11.5,1.5,8.5,3.2,60656,73.3,8.3,18.8,89.1,60.5,12.6,104.5,80,84.6
E02000699,Merton 011,17.9,19.11,32.21,20.28,10.51,83.6,21.7,28.3,5.9,27.4,82.2,10.1,1.7,7.9,3.6,50391,80.5,12.4,29.5,90.8,59.1,13.5,84.3,82.5,86.3
E02000700,Merton 012,19.81,24.39,27.86,20.48,7.45,91.6,16.8,18.3,16.1,30.5,57,19.8,15.4,21.4,8,24652,73.9,30.9,44.7,86.5,46.8,22.5,92.1,78.4,82.7
E02000701,Merton 013,22.28,21.35,24.51,21.67,10.18,89.1,21.4,16.8,15.3,25.7,41.8,30.2,19.8,21.7,7.1,26044,71.1,21.5,35.9,86.3,46.6,24,83.9,77.7,81.5
E02000702,Merton 014,23.04,20.75,24.76,21.67,9.78,50.3,19.3,16.1,17.8,29.5,47.5,17.3,26.8,16.3,9.3,25072,72.1,18.8,36.3,85.5,46.4,28.4,80.1,82,84.6
E02000703,Merton 015,19.62,16.82,22.54,25.25,15.77,53.4,24.9,23.6,6.8,23.4,72.2,18.4,3.3,9.6,4,48127,72.6,8.3,22.2,87.6,54.8,16,93.8,84.6,87.3
E02000704,Merton 016,15.42,20.73,31.19,19.34,13.32,47.6,16.4,24.5,7.2,34.5,76.1,13.4,4.3,11.7,4.1,35296,78.4,16.3,35.8,86.6,51.6,16.5,104.9,79.8,82.2
E02000705,Merton 017,20.84,21.18,20.85,25.11,12.01,66,20,20,14.8,23.4,40.8,23.8,27,16.2,6.9,28928,72.1,16.4,24.6,85.6,46.1,25.5,88.5,79.3,83.7
E02000706,Merton 018,24.51,20.92,25.54,19.49,9.54,96.7,19.9,13.9,18.5,29.8,46.8,21,23.8,20.8,9.5,21634,70,31.2,48,84.8,47.6,26.5,83,78.9,81.8
E02000707,Merton 019,25.53,20.3,20.34,24.35,9.47,64.6,20.7,14.8,21.7,26,41.7,13.1,37.2,12.2,9.7,24319,70.6,20.3,33,86.4,48.9,27.5,96.4,80.1,84.8
E02000708,Merton 020,20.72,17.02,25.3,24.37,12.6,49.9,27.1,23.5,8.6,19.9,69,22.3,2.8,12,4.5,39604,75.3,12.3,19.6,88,52.4,17.3,85.1,83,86.5
E02000709,Merton 021,18.05,16.7,20.56,27.7,17,44.5,23.5,25.1,7.5,23.1,75.9,16.4,3.3,8.5,4.3,37323,72.9,11.2,16.6,86.1,50.1,22,77.7,81.7,84.8
E02000710,Merton 022,20,19.16,22.52,22.82,15.49,26.4,19,18.3,12.9,30.3,59.1,19.8,14.4,14.8,7.2,26763,69.7,18.8,33.8,82.2,43.9,23.8,100.9,78.4,80.3
E02000711,Merton 023,21.56,20.53,26.01,20.88,11.02,62.6,20.6,18,13.9,28.1,59.7,27.2,6,20.7,8,25530,71.5,21.7,37,84.5,45.3,23.7,90.7,77.7,82.6
E02000712,Merton 024,21.22,19.15,23.25,22.34,14.03,53.8,22.3,17.7,13.6,28.5,66.5,20.3,8.3,14,6.7,26216,70.9,20.2,32.6,83,44.2,23.3,107,76.3,84.1
E02000713,Merton 025,19.48,16.65,22.15,26.42,15.3,49.4,24.6,25.4,10.5,22.1,78.9,11.8,4.7,6.9,4,31905,76.3,11.2,16.4,86.2,47.7,25.6,91,80.3,84.2
E02000714,Newham 001,23.02,28.12,24.53,17.77,6.57,149,20.3,12.3,15.9,25.6,31.2,32.4,26.9,25.8,9.9,28633,71.6,41.3,50.5,87.5,49.2,26.1,104.2,74.5,81.2
E02000715,Newham 002,26.6,26.54,23.78,15.54,7.55,176.7,22.8,10,17.3,23.9,18.1,54.4,20,34.6,13.5,23021,62,44.3,54.3,84.5,47.5,26.1,89.9,70.9,78.1
E02000716,Newham 003,23.24,28.12,23.82,17.66,7.15,48.2,19.8,11.2,15.9,26.5,23.8,51.4,17.4,32.4,11.9,27096,64.8,44.5,50.5,85.8,46.2,24.8,113.8,73.7,76.9
E02000717,Newham 004,24.54,29.07,24.76,15.17,6.46,167.9,21.5,12.1,15.1,20.6,15.6,62.2,15.9,35.6,11,23822,62.3,52.3,52.5,85.3,47.3,25.7,103.5,76.7,82.4
E02000718,Newham 005,30.01,23.51,23.28,15.85,7.35,113.4,23.6,9.4,19.7,26.5,17.3,48.8,24.1,31.3,13,22608,59.9,47.2,52.1,84.5,48,28.8,109.2,75.9,81.8
E02000719,Newham 006,19.57,31.57,25.74,16.41,6.71,119.4,14.2,12.5,14.3,31.1,35.8,31.5,24.2,28.2,9.5,25917,70.4,43.6,56.2,86.9,48.1,25.5,80.7,74.6,82.3
E02000720,Newham 007,20.9,30.62,21.96,19.42,7.11,143,20.1,14.8,11.6,22.7,22,58.2,13.4,29.8,9.7,30288,65.6,47,45.1,86.4,48.8,21.4,78,81,81.8
E02000721,Newham 008,21.67,33.4,22.89,15.22,6.83,166.4,19.4,10.3,11.1,23.7,15.5,64,14.5,37.5,10.7,24161,61.3,55,54.8,86.2,50,25.4,80.6,75.2,79.5
E02000722,Newham 009,17.97,34.34,26.79,14.92,5.98,184.9,14.5,13.5,13.9,27.4,40.2,29,20.4,27.3,9,31474,72.7,38.3,59.8,87.4,49,23.3,106.3,74.9,78.3
E02000723,Newham 010,20.98,31.96,22.14,17.3,7.61,155.9,22.6,13.9,10,14.6,8.4,80,7.2,38.5,9.4,25981,62.8,60.3,48.7,85.3,48.2,22,89.5,72.5,81.4
E02000724,Newham 011,23.92,30.75,22.53,16.3,6.5,194.8,23.5,12.8,10.7,16.7,11.9,72.9,10.2,37.3,10.9,24503,62.1,51.6,42.9,85.3,47.8,23.9,81.4,74.6,78.8
E02000725,Newham 012,14.61,37.03,26.8,15.38,6.17,112.6,10.8,15.4,10.9,35.2,41.6,27.7,21.4,24,8.3,31296,75.1,45.1,66.2,88.1,49.3,25.5,113.8,75.6,81.5
E02000726,Newham 013,16.3,37.62,27.62,13.51,4.96,27.2,11.5,15.8,11,32.1,39.9,29,21.3,28.6,8.5,33016,75.2,50,61.2,88.7,51.1,26.4,109,76,81.1
E02000727,Newham 014,21.58,32.99,24.71,15.29,5.43,216,22.4,11.7,10,18.2,9.6,76.7,9.1,40,9.6,25043,64.1,51.4,53.8,86.5,51,23.2,75.6,80.6,78.4
E02000728,Newham 015,23.25,28.05,25.55,16.88,6.26,127.6,24.1,14.2,10.1,15.8,14.6,72.3,6.9,42.3,9.9,26063,64.6,41.4,44,86.2,48.6,21.5,87.4,81.4,79.6
E02000729,Newham 016,21.02,29.03,24.7,18.14,7.12,101.8,17.6,14,12.9,24.3,29.6,44.1,18,30,9.4,29191,68.1,38.5,48.3,85.7,47.4,23.3,93.3,76.4,82.7
E02000730,Newham 017,20.03,32.37,23,16.74,7.86,181.1,19.7,12,10.4,18.9,10.7,74.1,10.8,37,10.5,24843,62.2,57.8,50.3,84.8,47.2,23.2,82.4,77.3,84.5
E02000731,Newham 018,21.68,31.14,25.11,15.52,6.55,177.3,22.3,11.6,9.4,19.5,15,70.6,8.7,39.1,8.9,25650,64.6,50,55,86.6,48.8,21.8,97.9,77.2,82.7
E02000732,Newham 019,25.42,27.62,23.13,16.71,7.12,173.6,22.7,9.5,15.8,25.5,16.9,57.3,17.3,35.6,12.5,21594,61.4,54.3,57.5,84.2,47.5,26.5,81.1,72.9,82
E02000733,Newham 020,22.75,27.66,24.45,18.25,6.89,130.4,16.6,13.5,17,29.1,32.7,28.2,27.8,25.3,10.7,24789,68.1,41.2,57.4,86.3,49,27.8,107.4,78.9,80.5
E02000734,Newham 021,23.97,26.6,24.82,17.53,7.07,205.4,17.3,11,16.5,31.2,30.9,32.3,27.9,26.2,11.3,24484,67.7,43.8,59.1,85.7,46.7,26,98.9,77.7,85.4
E02000735,Newham 022,21.83,28.99,24.18,16.39,8.61,142.5,19.2,10.7,12.8,26,21.6,54.4,16.6,34.4,10,23621,64.6,52.3,59.2,85.1,46.1,24.6,81.1,72.6,84
E02000736,Newham 023,27.49,24.43,24.21,16.86,7.01,70,23.9,11.3,18.1,20.9,24.8,46.6,20.1,31.3,11.8,24351,63.4,42,47.4,85.3,47.2,26.6,93.8,78.8,79.3
E02000737,Newham 024,26.53,22.91,24.57,18.04,7.95,113.8,23.2,13,15.8,24.4,29.7,44.1,17.2,27.2,9.9,25856,65.5,35.1,45.8,85.3,47.9,25.7,95.6,78,84.1
E02000738,Newham 025,25.57,25.33,24.96,17.52,6.63,188.3,24.9,15.3,11,21.2,27.1,50.6,14,29.7,8.3,29658,67.9,35,44.1,87.5,50.1,26,100.2,78.4,84.9
E02000739,Newham 026,22.27,28.66,24.75,17.49,6.83,155.3,17.4,12.4,16.8,25.3,31.4,35.7,24,28.9,10.5,24388,69.1,44.4,55.5,85.8,47.5,26,100.7,76.3,82.1
E02000740,Newham 027,22.64,27.22,25.67,18.81,5.66,53.3,15.3,12.3,19.1,32,38.2,22.5,30.3,24.1,13,23991,69.4,43.9,55.6,85.4,46.2,26.2,117.5,72.7,75.8
E02000741,Newham 028,25.59,24.21,24.54,18.65,7.01,111,21.1,14.3,15.9,24.7,33.6,35.8,22.4,27.4,10.8,25535,68,42.3,50.7,86.5,47.9,26.1,115.4,76.2,82.3
E02000742,Newham 029,28.26,23.06,24.87,16.6,7.21,103.5,24.2,11.5,16.9,21.6,32.5,34.5,23.5,26.4,10.8,25060,67.1,33.3,43.2,85.9,47.6,28,103.6,79.6,80.7
E02000743,Newham 030,23.62,25.12,23.4,19.04,8.81,129.3,15.1,10.8,19.4,32.8,38,22.7,31.3,23.6,13.8,21991,65.5,50.3,60.2,83,45.5,29.5,114.7,75.8,80.1
E02000744,Newham 031,24.98,24.55,25.5,17.52,7.45,138.4,17.2,10.6,18.5,30,44.6,21.7,25.1,24.4,11.5,23901,67.3,41.9,55.9,85.8,47.2,26.7,102.1,74.4,79
E02000745,Newham 032,23.55,26.07,25.5,19.75,5.13,112.9,18.8,14.5,19.2,25.5,42.5,23.1,26,25.4,9.8,27662,70.9,43.6,39.9,87.2,49.8,25.9,110.8,79.3,81.5
E02000746,Newham 033,21.06,33.6,24.63,16.16,4.55,18.2,16.8,14.5,18.5,31.4,42.2,27.2,22.3,25.3,9.9,29254,65.9,57,45.1,85,49.3,25.8,91.5,76.3,81.6
E02000747,Newham 034,18.16,33.56,26.62,15,6.66,57.4,11.3,19.2,13.1,33.4,46.2,21.2,22.3,23.8,8.8,31483,71.8,51,57.1,86.4,50.9,27.7,121.5,74.7,80
E02000748,Newham 035,23.11,26.12,27.98,17.5,5.29,46.9,20,15.9,16.5,27.1,53.5,19.8,19,31.4,8.6,31588,70.8,36.2,37.8,88.3,48.7,22.5,95,80.9,88
E02000749,Newham 036,25.71,24.17,24.15,18.29,7.67,58.3,16.1,12.2,22.6,29.6,46.6,13.2,31.3,21,11.7,23579,65.8,46.6,50.7,83.6,46.4,29.2,117.5,73.8,74.7
E02000750,Newham 037,21.07,30.41,31.38,13.11,4.04,33.3,15.1,17.8,14.1,30.6,45.9,20.4,24.3,21.2,8.1,38977,78,41.2,43.8,90.9,54,22.8,120.6,82.1,82
E02000751,Redbridge 001,16.97,14.56,19,28.78,20.7,34,21.8,24.3,6,30,78.9,13.5,3,4.4,3.7,56235,72.4,10.1,15.1,85.1,52.2,18.5,94.3,82,82.6
E02000752,Redbridge 002,22.42,17.43,22.67,22.6,14.88,14,18.3,16.3,18.1,33.7,70.7,12.6,10.1,10,9.4,24579,66.3,28.2,33.5,78.2,41.4,30.1,93,74.3,84.5
E02000753,Redbridge 003,23.74,16.89,23.35,22.79,13.23,81,21.7,19,17.9,28.2,69.6,15,8.6,9.9,8.1,27840,68.9,23.7,26,81.1,45.6,26.4,97.2,80.3,82.8
E02000754,Redbridge 004,20.26,17.42,24.35,25.54,12.42,53.3,21.4,22.5,13.5,28.7,71.2,14.6,7.5,9.3,6,36759,73.6,18.5,23.8,85.7,49.1,23.7,78.8,81.3,86.1
E02000755,Redbridge 005,19.74,17.86,22,25.83,14.56,38.8,21.2,21.1,14.1,29.5,72.7,13.2,7.4,7.1,6.7,32866,72.6,20.5,19.7,84.8,48.3,26.6,96.4,80.2,84.3
E02000756,Redbridge 006,20.85,18.33,22.67,25.08,13.08,35.7,21.4,21.5,13.1,28.2,65.1,22.5,6.7,10.5,6.4,32923,70.9,18.7,21.6,84.6,47.2,27.5,100.5,80.9,81.9
E02000757,Redbridge 007,18.24,19.2,27.83,22.85,11.89,79.8,21.7,25,7.4,32,73.5,15.2,4.5,6.8,4.5,47725,78.9,16,25,87.9,54.2,17,95.7,81.1,83.9
E02000758,Redbridge 008,20.68,18.18,18.06,27.16,15.92,52.5,21.3,22.5,13.4,23.8,48.9,34.2,9.9,11.7,8,31201,66.9,21.1,20.7,82.9,44.4,25.2,79.9,82.5,84.5
E02000759,Redbridge 009,22.75,17.34,26.2,23.39,10.32,52.6,23.9,21.8,12.3,26.8,62.8,18.5,10.5,11.4,6.6,38454,75,16.7,24.5,87.7,52.1,22.4,89.1,79.8,83.2
E02000760,Redbridge 010,22.29,18.31,21.89,22.12,15.38,67.9,23,18.3,13.7,26.8,53.7,31.1,8.1,11.8,7.7,29907,68.6,24.1,28,83.2,46,26.2,81.5,80.6,83.1
E02000762,Redbridge 012,18.87,20.67,19.35,25.41,15.71,79.6,24.1,21.4,7.5,21.9,37.5,50.3,5.9,13.8,6.8,40869,68.6,18.2,19.1,83.4,45.5,21.1,78.8,85,85.9
E02000763,Redbridge 013,23.57,19.28,23.08,22.17,11.89,9,25.3,19,13.5,23.1,39.8,43.1,9.8,16.6,7.5,31475,69.9,20.8,24.1,84.4,46.3,24.3,78.7,80.7,88.5
E02000764,Redbridge 014,15.42,17.06,27.26,22.71,17.56,60.5,16.9,21.7,6.1,39.6,69.8,20,4.2,7.7,4.3,48028,76.2,20.9,32.1,83.7,48.8,15.9,98.2,78.8,84.7
